locus tag	gene name	function	log2FC	logCPM	PValue	q.value
SL1344_4101	thiF	thiamine biosynthesis protein	0.074	6.643	0.616	0.947
SL1344_4102	thiE	thiamine-phosphate pyrophosphorylase	0.222	6.465	0.217	0.675
SL1344_4103	thiC	thiamine biosynthesis protein	0.063	8.076	0.644	0.957
SL1344_4104	rsd	hypothetical regulatory protein	0.049	5.007	0.898	1.000
SL1344_4105	nudC	conserved hypothetical protein	0.327	6.504	0.035	0.266
SL1344_4106	hemE	uroporphyrinogen decarboxylase	0.580	3.202	0.294	0.748
SL1344_4107	nfi	hypothetical endonuclease	0.153	6.513	0.323	0.777
SL1344_4108	yjaG	conserved hypothetical protein	-0.049	5.481	0.935	1.000
SL1344_4109	hupA	histone like DNA-binding protein HU-alpha (NS2) (HU-2)	-0.054	5.521	0.878	1.000
SL1344_4110	yjaH	conserved hypothetical protein	0.490	7.029	0.000	0.006
SL1344_4111	zraP	possible exported protein	0.059	5.900	0.744	0.976
SL1344_4112	hydH	two-component system sensor protein	0.059	6.633	0.718	0.975
SL1344_4113	hydG	transcriptional regulatory protein	0.296	6.320	0.069	0.391
SL1344_4114	purD	phosphoribosylglycineamide synthetase	-2.895	5.288	0.000	0.000
SL1344_4115	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase and IMP cyclohydrolase (bifunctional enzyme)	-3.197	6.511	0.000	0.000
SL1344_4116	yjaB	hypothetical acetyltransferase	0.597	2.467	0.479	0.871
SL1344_4117	metA	homoserine O-succinyltransferase	0.802	3.912	0.054	0.340
SL1344_4118	aceB	malate synthase A	0.099	6.298	0.579	0.932
SL1344_4119	aceA	isocitrate lyase	0.397	5.761	0.060	0.361
SL1344_4120	aceK	isocitrate dehydrogenase kinase/phosphatase	-0.056	5.783	0.808	0.998
SL1344_4122	iclR	acetate operon repressor	-0.230	5.504	0.357	0.801
SL1344_4123	metH	B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase	0.152	7.751	0.253	0.701
SL1344_4124	yjbB	hypothetical membrane protein	0.276	5.771	0.178	0.624
SL1344_4125	pepE	peptidase E (pseudogene)	-0.021	6.316	0.884	1.000
SL1344_4126	SL1344_4126	hypothetical protein	-0.192	4.691	0.561	0.922
SL1344_4127	SL1344_4127	conserved hypothetical protein	0.241	7.565	0.083	0.436
SL1344_4128	yjbC	hypothetical pseudouridine synthase	0.286	6.752	0.048	0.317
SL1344_4129	yjbD	conserved hypothetical protein	0.025	5.138	0.952	1.000
SL1344_4130	SL1344_4130	hypothetical protein	0.016	5.807	0.916	1.000
SL1344_4131	SL1344_4131	hypothetical protein	0.175	7.502	0.196	0.647
SL1344_4132	SL1344_4132	hypothetical protein	-1.190	1.513	0.375	0.810
SL1344_4133	SL1344_4133	hypothetical protein	0.114	7.685	0.396	0.826
SL1344_4134	SL1344_4134	predicted bacteriophage protein	0.029	8.404	0.848	1.000
SL1344_4135	SL1344_4135	predicted bacteriophage protein	0.154	8.839	0.182	0.630
SL1344_4136	SL1344_4136	hypothetical bacteriophage protein	0.093	7.756	0.474	0.867
SL1344_4137	SL1344_4137	hypothetical bacteriophage protein	0.362	6.217	0.049	0.320
SL1344_4138	SL1344_4138	hypothetical bacteriophage protein	0.002	6.827	1.000	1.000
SL1344_4139	SL1344_4139	hypothetical membrane protein	0.177	9.879	0.114	0.522
SL1344_4140	gtrBb	hypothetical phage glycosyl transferase	-0.093	9.077	0.437	0.848
SL1344_4141	gtrAb	hypothetical phage glycosyl transferase	0.004	8.024	0.988	1.000
SL1344_4142	SL1344_4142	bacteriophage tail protein	0.094	5.082	0.757	0.985
SL1344_4143	SL1344_4143	predicted bacteriophage protein	0.157	6.443	0.384	0.817
SL1344_4144	SL1344_4144	bacteriophage tail protein	0.253	2.422	0.852	1.000
SL1344_4145	SL1344_4145	predicted bacteriophage protein	-0.033	5.550	0.917	1.000
SL1344_4146	SL1344_4146	bacteriophage tail protein	-0.031	6.287	0.873	1.000
SL1344_4147	SL1344_4147	hypothetical protein	0.048	5.624	0.877	1.000
SL1344_4148	SL1344_4148	bacteriophage tail protein	-0.034	7.128	0.811	1.000
SL1344_4149	SL1344_4149	Phage tail sheath protein	0.032	7.796	0.823	1.000
SL1344_4150	SL1344_4150	hypothetical bacteriophage protein	0.550	4.251	0.140	0.561
SL1344_4151	SL1344_4151	hypothetical protein	0.247	5.964	0.193	0.644
SL1344_4152	SL1344_4152	hypothetical bacteriophage protein	0.119	7.310	0.399	0.826
SL1344_4153	SL1344_4153	endolysin	0.034	6.962	0.810	1.000
SL1344_4154	SL1344_4154	hypothetical bacteriophage protein	0.174	6.499	0.254	0.701
SL1344_4155	SL1344_4155	hypothetical regulatory protein	-0.373	5.991	0.036	0.268
SL1344_4156	lysC	lysine-sensitive aspartokinase III	-0.224	5.695	0.292	0.746
SL1344_4157	pgi	glucose-6-phosphate isomerase	-0.287	6.756	0.207	0.661
SL1344_4158	yjbE	hypothetical exported protein	0.339	4.696	0.258	0.703
SL1344_4159	yjbF	hypothetical lipoprotein	0.332	5.592	0.154	0.581
SL1344_4160	yjbG	hypothetical exported protein	-0.055	5.817	0.889	1.000
SL1344_4161	yjbH	hypothetical lipoprotein	-0.051	6.946	0.724	0.975
SL1344_4162	yjbA	hypothetical membrane protein	-0.103	5.195	0.775	0.990
SL1344_4163	malG	maltose transport inner membrane protein	0.259	6.366	0.105	0.497
SL1344_4164	malF	maltose transport inner membrane protein	0.107	7.037	0.431	0.845
SL1344_4166	malE	periplasmic maltose-binding protein	0.558	5.028	0.084	0.436
SL1344_4167	malK	maltose/maltodextrin transport ATP-binding protein	0.141	5.219	0.577	0.932
SL1344_4168	lamB	maltoporin precursor	0.126	5.827	0.512	0.893
SL1344_4169	malM	maltose operon periplasmic protein	0.618	4.581	0.054	0.340
SL1344_4170	ubiC	chorismate lyase	-0.223	4.560	0.610	0.945
SL1344_4173	dgkA	diacylglycerol kinase	-0.525	3.767	0.202	0.655
SL1344_4175	dinF	hypothetical DNA-damage-inducible membrane protein	0.135	6.192	0.473	0.867
SL1344_4177	zur	zinc uptake regulation protein	-0.069	5.585	0.752	0.982
SL1344_4178	SL1344_4178	hypothetical exported protein	0.095	6.510	0.540	0.904
SL1344_4179	yjbN	conserved hypothetical protein	0.333	5.752	0.104	0.494
SL1344_4180	pspG	hypothetical membrane protein	0.271	4.353	0.459	0.861
SL1344_4181	qor	quinone oxidoreductase	0.171	5.646	0.414	0.835
SL1344_4182	dnaB	replicative DNA helicase	-0.555	3.770	0.243	0.694
SL1344_4183	alrb	alanine racemase	0.201	5.805	0.369	0.803
SL1344_4184	tyrB	aromatic-amino-acid aminotransferase	0.068	6.336	0.699	0.970
SL1344_4185	aphA	class B acid phosphatase precursor	0.143	3.177	0.894	1.000
SL1344_4186	yjbQ	conserved hypothetical protein	0.593	4.096	0.189	0.639
SL1344_4187	yjbR	conserved hypothetical protein	-0.037	5.016	0.901	1.000
SL1344_4188	SL1344_4188	hypothetical protein	0.041	4.495	0.947	1.000
SL1344_4189	SL1344_4189	hypothetical lipoprotein	0.143	5.607	0.496	0.884
SL1344_4190	uvrA	excision nuclease subunit A	0.001	7.026	1.000	1.000
SL1344_4193	siiA	type I secretion-related protein	-0.219	5.262	0.360	0.803
SL1344_4194	siiB	hypothetical integral membrane protein	0.216	7.609	0.110	0.512
SL1344_4195	siiC	hypothetical type-I secretion protein	0.291	7.114	0.028	0.227
SL1344_4196	siiD	hypothetical type-I secretion protein	0.287	5.474	0.171	0.615
SL1344_4197	siiE	large repetitive protein	0.171	12.691	0.104	0.493
SL1344_4198	siiF	hypothetical type-1 secretion protein	0.200	8.585	0.088	0.444
SL1344_4199	yjcB	hypothetical membrane protein	0.090	7.836	0.506	0.890
SL1344_4200	yjcC	hypothetical exported protein	0.140	9.056	0.247	0.698
SL1344_4201	soxS	regulatory protein SoxS	0.613	3.798	0.229	0.681
SL1344_4202	soxR	SoxR protein	0.034	5.554	0.919	1.000
SL1344_4203	SL1344_4203	hypothetical glutathione S transferase	0.003	2.914	1.000	1.000
SL1344_4204	yjcD	hypothetical xanthine/uracil permeases family protein	-0.024	6.363	0.939	1.000
SL1344_4205	yjcE	hypothetical sodium/hydrogen exchanger family protein	0.386	6.346	0.022	0.186
SL1344_4206	SL1344_4206	lysR family regulatory protein	0.695	4.900	0.010	0.101
SL1344_4207	SL1344_4207	hypothetical membrane protein	0.318	4.122	0.379	0.813
SL1344_4208	SL1344_4208	hypothetical membrane protein	-0.234	4.978	0.378	0.812
SL1344_4209	actP	Sodium:solute symporter family protein	0.138	6.313	0.427	0.841
SL1344_4210	yjcH	hypothetical membrane protein	0.674	2.375	0.334	0.789
SL1344_4211	acs	acetyl-coenzyme A synthetase	-0.258	6.047	0.151	0.576
SL1344_4212	SL1344_4212	hypothetical protein	0.281	4.675	0.342	0.792
SL1344_4213	nrfA	cytochrome c552, subunit of nitrite reductase complex	0.347	5.707	0.123	0.535
SL1344_4214	nrfB	penta-heme cytochrome c , subunit of nitrite reductase complex	-0.211	5.868	0.302	0.755
SL1344_4215	nrfC	4Fe-4S subunit, subunit of nitrite reductase complex	0.207	5.606	0.320	0.777
SL1344_4216	nrfD	subunit of nitrite reductase complex	0.080	5.809	0.745	0.976
SL1344_4217	nrfE	formate-dependent nitrite reductase, assembly protein	0.226	7.289	0.101	0.488
SL1344_4218	nrfG	activator of nitrite reductase complex	-0.032	5.892	0.927	1.000
SL1344_4219	gltP	proton glutamate symport protein	0.283	5.513	0.189	0.639
SL1344_4220	yjcO	hypothetical exported protein	0.256	2.634	0.739	0.976
SL1344_4221	SC4B511c	hypothetical formate dehydrogenase H	0.110	7.427	0.421	0.840
SL1344_4223	lpxO	hypothetical membrane-bound beta-hydroxylase	0.157	4.834	0.604	0.944
SL1344_4224	phnO	hypothetical acetyltransferase	0.584	2.467	0.462	0.861
SL1344_4225	phnB	conserved hypothetical protein	-0.407	2.069	0.658	0.961
SL1344_4226	phnA	conserved hypothetical protein	0.565	3.254	0.276	0.723
SL1344_4227	proP	hypothetical amino acid permease	0.140	6.755	0.338	0.790
SL1344_4228	basS	two-component sensor kinase	0.364	6.058	0.067	0.385
SL1344_4229	basR	two-component response regulator	0.269	6.258	0.224	0.676
SL1344_4230	yjdB	hypothetical membrane protein	0.219	8.581	0.061	0.363
SL1344_4231	adiC	Arginine-Agmatine antiporter	0.297	6.997	0.026	0.213
SL1344_4232	adiY	hypothetical AraC family regulatory protein	0.143	8.426	0.255	0.701
SL1344_4233	adi	arginine decarboxylase	0.187	7.605	0.162	0.594
SL1344_4234	melR	melibiose operon regulatory protein	-0.121	6.079	0.528	0.902
SL1344_4235	melA	alpha-galactosidase	0.058	6.765	0.693	0.969
SL1344_4236	melB	melibiose carrier protein	0.170	7.408	0.232	0.682
SL1344_4237	fumB	fumarate hydratase class I	0.039	6.681	0.844	1.000
SL1344_4238	dcuB	anaerobic C4-dicarboxylate transporter	0.074	6.931	0.589	0.937
SL1344_4239	SL1344_4239	hypothetical protein	0.101	6.617	0.529	0.902
SL1344_4240	dcuR	two-component response regulator	0.162	8.261	0.182	0.630
SL1344_4241	dcuS	two-component sensor kinase	0.057	7.875	0.662	0.963
SL1344_4242	SL1344_4242	hypothetical anaerobic dimethyl sulfoxide reductase chain	0.073	9.246	0.525	0.902
SL1344_4243	SL1344_4243	hypothetical anaerobic dimethyl sulfoxide reductase chain A	0.152	6.851	0.278	0.726
SL1344_4244	SL1344_4244	hypothetical dimethyl sulfoxide reductase subunit C	0.109	5.766	0.611	0.945
SL1344_4245	SL1344_4245	conserved hypothetical protein	0.020	6.162	0.933	1.000
SL1344_4246	SL1344_4246	hypothetical exported protein	0.024	7.596	0.877	1.000
SL1344_4247	SL1344_4247	hypothetical membrane protein	0.087	8.374	0.520	0.898
SL1344_4248	SL1344_4248	predicted bacteriophage protein	0.049	8.028	0.701	0.970
SL1344_4249	SL1344_4249	conserved hypothetical protein	0.066	6.964	0.650	0.960
SL1344_4250	rtsB	Regulator of flhDC	0.022	1.672	1.000	1.000
SL1344_4251	rtsA	Regulator of SPI-1	-0.277	5.090	0.326	0.778
SL1344_4252	SL1344_4252	conserved hypothetical protein	0.064	7.691	0.667	0.963
SL1344_4253	SL1344_4253	conserved hypothetical protein	0.164	5.101	0.529	0.902
SL1344_4254	SL1344_4254	Putative acetyltransferase	0.825	3.327	0.106	0.498
SL1344_4255	phoN	nonspecific acid phosphatase precursor	0.191	8.032	0.121	0.531
SL1344_4256	SL1344_4256	hypothetical exported protein	-0.478	4.961	0.121	0.531
SL1344_4257	SL1344_4257	conserved hypothetical protein	0.029	5.743	0.924	1.000
SL1344_4258	SL1344_4258	hypothetical regulatory protein	0.302	3.960	0.493	0.882
SL1344_4259	yjdC	hypothetical transcriptional regulator	-0.407	6.227	0.033	0.254
SL1344_4260	dipZ	thiol:disulfide interchange protein DsbD	-0.177	6.468	0.276	0.723
SL1344_4262	dcuA	anaerobic C4-dicarboxylate transporter	0.308	7.635	0.019	0.170
SL1344_4263	aspA	aspartate ammonia-lyase	-0.122	6.040	0.552	0.914
SL1344_4264	fxsA	FxsA protein	-0.336	5.715	0.137	0.554
SL1344_4265	yjeH	hypothetical permease	0.021	6.674	0.951	1.000
SL1344_4268	yjeI	hypothetical membrane protein	0.229	5.179	0.426	0.841
SL1344_4269	yjeJ	hypothetical protein	0.058	7.991	0.682	0.965
SL1344_4270	yjeK	conserved hypothetical protein	-0.359	3.489	0.579	0.932
SL1344_4272	ecnA	hypothetical entericidin A precursor	0.031	4.960	0.899	1.000
SL1344_4273	ecnB	entericidin B precursor	0.210	6.546	0.200	0.651
SL1344_4274	ecnR	transcriptional regulatory protein	0.095	5.065	0.828	1.000
SL1344_4275	sugE	SugE protein	-0.160	6.684	0.263	0.708
SL1344_4276	blc	hypothetical lipoprotein	0.109	5.577	0.635	0.955
SL1344_4277	frdD	fumarate reductase complex subunit D; membrane anchor polypeptide	0.550	3.609	0.211	0.668
SL1344_4278	frdC	fumarate reductase complex subunit C; membrane anchor polypeptide	0.251	5.516	0.244	0.695
SL1344_4279	frdB	fumarate reductase, iron-sulfur protein	0.042	6.746	0.851	1.000
SL1344_4280	frdA	fumarate reductase, flavoprotein subunit	0.253	6.375	0.172	0.615
SL1344_4281	yjeA	lysyl-tRNA synthetase	-1.911	1.818	0.082	0.433
SL1344_4282	yjeM	hypothetical amino acid permease	0.067	9.064	0.596	0.940
SL1344_4283	yjeO	exported protein	0.422	5.337	0.131	0.546
SL1344_4284	yjeP	hypothetical membrane protein	0.051	7.091	0.756	0.985
SL1344_4285	psd	phosphatidylserine decarboxylase proenzyme	-0.513	3.009	0.383	0.815
SL1344_4287	orn	oligoribonuclease	3.985	1.008	0.133	0.546
SL1344_4288	SL1344_4288	hypothetical arginine-binding periplasmic protein	-0.029	5.998	0.930	1.000
SL1344_4289	yjeS	hypothetical 4Fe-4S binding protein	-0.164	5.695	0.456	0.859
SL1344_4290	yjeF	conserved hypothetical protein	0.031	6.823	0.881	1.000
SL1344_4292	amiB	N-acetylmuramoyl-L-alanine amidase	-0.040	6.424	0.820	1.000
SL1344_4293	mutL	DNA mismatch repair protein	0.157	7.159	0.255	0.701
SL1344_4294	miaA	tRNA delta-2-isopentenylpyrophosphate (IPP) transferase	-1.060	1.885	0.210	0.665
SL1344_4295	hfq	host factor-I protein(HF-I)	-4.214	1.010	0.133	0.546
SL1344_4296	hflX	HflX protein, hypothetical GTP-binding protein	-0.053	6.767	0.723	0.975
SL1344_4297	hflK	HflK protein	-0.591	5.568	0.004	0.054
SL1344_4298	hflC	HflC protein	-0.461	6.566	0.006	0.064
SL1344_4299	purA	adenylosuccinate synthetase	-6.484	2.236	0.000	0.000
SL1344_4300	nsrR	nitric oxide sensitive transcriptional repressor	0.136	6.076	0.448	0.855
SL1344_4301	rnr	ribonuclease R (RNase R)	-0.290	5.690	0.204	0.658
SL1344_4302	yjfH	probable tRNA/rRNA methyltransferase	0.402	5.637	0.065	0.376
SL1344_4303	yjfI	conserved hypothetical protein	-0.165	5.212	0.545	0.910
SL1344_4304	yjfJ	pseudogene	-0.078	8.465	0.568	0.927
SL1344_4305	SL1344_4305	hypothetical inner-membrane protein	0.266	6.646	0.084	0.436
SL1344_4306	yjfK	conserved hypothetical protein	-0.085	6.955	0.538	0.904
SL1344_4307	yjfL	hypothetical membrane protein	-0.061	7.988	0.624	0.952
SL1344_4308	yjfM	conserved hypothetical protein	-0.185	5.766	0.350	0.796
SL1344_4309	yjfC	conserved hypothetical protein	0.028	6.754	0.846	1.000
SL1344_4310	aidB	probable acyl Co-A dehydrogenase	0.282	7.021	0.048	0.318
SL1344_4311	yjfN	hypothetical protein	0.832	4.145	0.037	0.270
SL1344_4312	yjfO	hypothetical exported protein	0.070	5.475	0.730	0.975
SL1344_4313	yjfP	conserved hypothetical protein	0.178	5.202	0.465	0.861
SL1344_4314	yjfQ	probable transcriptional regulator	-0.054	5.437	0.826	1.000
SL1344_4315	yjfR	conserved hypothetical protein	-0.011	4.731	1.000	1.000
SL1344_4316	sgaT	hypothetical transport protein SgaT	0.314	6.399	0.048	0.318
SL1344_4317	sgaB	hypothetical PTS system IIB protein	0.526	3.743	0.227	0.680
SL1344_4318	ptxA	probable sugar phosphotransferase	-0.095	5.256	0.780	0.990
SL1344_4319	sgaH	hypothetical hexulose-6-phosphate synthase	0.471	4.840	0.132	0.546
SL1344_4320	sgaU	L-ribulose 5-phosphate epimerase	0.235	5.107	0.380	0.814
SL1344_4321	sgaE	probable class II aldolase	0.254	7.129	0.081	0.430
SL1344_4322	yjfY	conserved hypothetical protein	0.365	5.171	0.159	0.590
SL1344_4323	SL1344_4323	conserved hypothetical protein	0.345	4.036	0.399	0.826
SL1344_4326	rpsR	30s ribosomal subunit protein S18	0.077	1.511	1.000	1.000
SL1344_4327	rplI	50s ribosomal subunit protein L9	1.055	2.591	0.170	0.610
SL1344_4328	yifZ	hypothetical membrane protein	0.156	6.974	0.243	0.694
SL1344_4329	ytfB	conserved hypothetical protein	-0.262	4.310	0.591	0.937
SL1344_4330	fklB	probable FkbP-type peptidyl-prolyl cis-trans isomerase	0.085	6.840	0.617	0.947
SL1344_4331	cycA	D-serine/D-alanine/glycine transporter	0.201	7.279	0.141	0.561
SL1344_4332	ytfE	iron-sulphur cluster repair protein. Confers resistance to nitric oxide and hydrogen peroxide	0.376	4.292	0.317	0.773
SL1344_4333	ytfF	hypothetical membrane protein	0.059	6.222	0.746	0.977
SL1344_4334	ytfG	conserved hypothetical protein	0.280	5.936	0.161	0.594
SL1344_4335	ytfH	conserved hypothetical protein	0.213	5.027	0.439	0.849
SL1344_4336	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase	0.179	6.588	0.248	0.698
SL1344_4337	cysQ	cysQ protein	0.213	6.308	0.194	0.646
SL1344_4338	ytfJ	hypothetical exported protein	0.140	5.590	0.497	0.885
SL1344_4339	ytfK	conserved hypothetical protein	0.201	6.066	0.264	0.709
SL1344_4340	ytfL	hypothetical membrane protein	0.182	6.280	0.270	0.713
SL1344_4341	msrA	peptide methionine sulfoxide reductase	0.264	4.588	0.533	0.902
SL1344_4342	ytfM	hypothetical exported protein	-0.088	7.329	0.531	0.902
SL1344_4343	ytfN	hypothetical exported protein	-0.027	7.300	0.870	1.000
SL1344_4344	ytfP	conserved hypothetical protein	0.459	5.567	0.043	0.297
SL1344_4345	SL1344_4345	hypothetical sugar transporter	-0.051	9.190	0.647	0.958
SL1344_4346	SL1344_4346	hypothetical protein	-0.033	9.411	0.782	0.990
SL1344_4348	fbp	fructose-1,6-bisphosphatase	-0.980	4.495	0.001	0.019
SL1344_4349	mpl	murein peptide ligase	0.366	6.183	0.040	0.284
SL1344_4350	iolR	transcriptional regulator, repressor of myo-inositol metabolism	-0.444	5.443	0.055	0.344
SL1344_4351	iolT1	myo-inositol transport	0.064	7.865	0.640	0.956
SL1344_4352	iolT2	myo-inositol transport	0.334	6.916	0.033	0.255
SL1344_4353	iolB	Myo-inositol metabolism	0.184	6.216	0.340	0.790
SL1344_4354	iolA	Myo-inositol metabolism	0.357	6.076	0.039	0.281
SL1344_4354A	SL1344_4354A	conserved hypothetical protein	0.570	3.508	0.229	0.682
SL1344_4355	SL1344_4355	hypothetical DNA-binding protein	0.022	8.657	0.869	1.000
SL1344_4356	iolE	inosose dehydratase	-0.036	7.283	0.836	1.000
SL1344_4357	iolG1	Myo-inositol metabolism	0.053	8.010	0.677	0.964
SL1344_4358	srfJ	A virulence factor, a gylcoside hydrolase family enzyme	-0.044	6.373	0.854	1.000
SL1344_4359	iolI1	endonuclease	-0.064	5.423	0.889	1.000
SL1344_4360	SL1344_4360	conserved hypothetical membrane protein	0.364	4.733	0.230	0.682
SL1344_4361	iolC	Myo-inositol metabolism	0.797	3.866	0.125	0.541
SL1344_4362	iolD	Myo-inositol metabolism	0.020	6.547	0.915	1.000
SL1344_4363	iolG2	Myo-inositol metabolism	0.349	7.042	0.016	0.149
SL1344_4364	SL1344_4364	alpha-ketoglutarate permease	0.169	8.483	0.152	0.577
SL1344_4365	iolI2	cytoplasmic protein-functionally redundant	0.054	8.536	0.657	0.961
SL1344_4366	iolH	Myo-inositol metabolism	0.147	7.942	0.245	0.695
SL1344_4367	yjgA	conserved hypothetical protein	0.329	3.963	0.479	0.872
SL1344_4368	pmbA	PmbA protein	0.186	7.481	0.154	0.581
SL1344_4369	cybC	soluble cytochrome b562	0.042	6.160	0.871	1.000
SL1344_4369A	SL1344_4369A	pseudogene	0.182	5.167	0.487	0.878
SL1344_4370	SL1344_4370	hypothetical protein	0.139	6.004	0.487	0.878
SL1344_4371	SL1344_4371	hypothetical protein	-0.012	5.100	1.000	1.000
SL1344_4372	SL1344_4372	hypothetical protein	-0.057	4.585	0.955	1.000
SL1344_4373	SL1344_4373	hypothetical membrane protein	0.009	5.024	1.000	1.000
SL1344_4374	SL1344_4374	hypothetical membrane protein	0.456	4.423	0.209	0.665
SL1344_4375	SL1344_4375	hypothetical protein	0.178	6.587	0.247	0.698
SL1344_4376	SL1344_4376	conserved hypothetical protein	-0.273	5.488	0.211	0.668
SL1344_4377	SL1344_4377	conserved hypothetical protein	0.164	5.588	0.423	0.840
SL1344_4378	SL1344_4378	hypothetical BglB-family transcriptional antiterminator	0.129	7.043	0.327	0.779
